creationDate|PostId|TagId
07/28/2011 03:54:23|618475290624|139
07/28/2011 03:54:23|618475290624|781
07/28/2011 03:54:23|618475290624|7517
07/28/2011 03:54:23|618475290624|10712
01/03/2010 20:20:36|3|139
01/03/2010 20:20:36|3|2797
01/03/2010 20:20:36|3|2999
01/03/2010 20:20:36|3|3020
01/03/2010 20:20:36|3|3041
05/11/2012 03:26:05|962072674309|139
05/11/2012 03:26:05|962072674309|783
05/11/2012 03:26:05|962072674309|7148
10/02/2012 03:16:54|1099511627784|139
10/02/2012 03:16:54|1099511627784|804
10/02/2012 03:16:54|1099511627784|2045
10/02/2012 03:16:54|1099511627784|6887
06/15/2011 05:33:05|549755813899|543
06/15/2011 05:33:05|549755813899|2423
06/15/2011 05:33:05|549755813899|5192
06/15/2011 05:33:05|549755813899|7380
06/15/2011 05:33:05|549755813899|9149
08/27/2010 12:42:47|206158430220|244
08/27/2010 12:42:47|206158430220|2054
08/27/2010 12:42:47|206158430220|8600
08/27/2010 12:42:47|206158430220|9287
10/22/2011 13:21:09|687194767373|975
10/22/2011 13:21:09|687194767373|1944
10/22/2011 13:21:09|687194767373|2007
10/22/2011 13:21:09|687194767373|9050
10/22/2011 13:21:09|687194767373|9223
10/22/2011 13:21:09|687194767373|12408
10/22/2011 21:11:24|687194767374|1944
10/22/2011 21:11:24|687194767374|3009
10/22/2011 21:11:24|687194767374|5102
10/22/2011 21:11:24|687194767374|10932
10/22/2011 21:11:24|687194767374|11375
10/22/2011 21:11:24|687194767374|13768
11/30/2010 13:33:36|343597383695|1023
11/30/2010 13:33:36|343597383695|1441
11/30/2010 13:33:36|343597383695|2790
11/30/2010 13:33:36|343597383695|10390
11/30/2010 13:33:36|343597383695|14243
06/15/2011 21:28:35|549755813904|2097
06/15/2011 21:28:35|549755813904|2423
06/15/2011 21:28:35|549755813904|3015
06/15/2011 21:28:35|549755813904|6528
06/15/2011 21:28:35|549755813904|8098
06/15/2011 21:28:35|549755813904|9273
06/15/2011 21:28:35|549755813904|10491
10/22/2011 09:58:39|687194767377|1195
10/22/2011 09:58:39|687194767377|1944
10/22/2011 09:58:39|687194767377|2109
10/22/2011 09:58:39|687194767377|2836
10/22/2011 09:58:39|687194767377|5154
06/15/2011 05:43:35|549755813906|2110
06/15/2011 05:43:35|549755813906|2423
06/15/2011 05:43:35|549755813906|3077
06/15/2011 05:43:35|549755813906|4940
06/15/2011 12:03:50|549755813907|810
06/15/2011 12:03:50|549755813907|2423
06/15/2011 12:03:50|549755813907|5163
06/15/2011 12:03:50|549755813907|7414
06/15/2011 12:03:50|549755813907|11043
06/15/2011 12:03:50|549755813907|12086
01/15/2011 13:14:22|412316860802|291
01/15/2011 13:14:22|412316860802|470
01/15/2011 13:14:22|412316860802|6383
07/29/2011 03:29:27|618475291018|291
01/04/2011 18:34:58|412316860818|291
01/04/2011 18:34:58|412316860818|2942
01/04/2011 18:34:58|412316860818|3005
01/04/2011 18:34:58|412316860818|3046
06/08/2012 22:00:28|962072674714|291
06/08/2012 22:00:28|962072674714|2979
09/15/2012 17:41:25|1099511628194|291
09/15/2012 17:41:25|1099511628194|1749
04/25/2011 07:21:25|481036337578|291
04/25/2011 07:21:25|481036337578|1986
04/25/2011 07:21:25|481036337578|2785
04/25/2011 07:21:25|481036337578|2789
04/25/2011 07:21:25|481036337578|6383
09/05/2011 13:56:17|618475291058|291
09/05/2011 13:56:17|618475291058|6383
07/20/2012 18:17:53|1030792151482|291
10/18/2011 10:54:16|687194767810|193
10/18/2011 10:54:16|687194767810|1375
10/18/2011 10:54:16|687194767810|5126
10/18/2011 10:54:16|687194767810|6406
10/18/2011 10:54:16|687194767810|7578
10/18/2011 10:54:16|687194767810|9146
10/18/2011 10:54:16|687194767810|14063
10/17/2011 22:08:31|687194767826|193
10/17/2011 22:08:31|687194767826|2973
10/17/2011 22:08:31|687194767826|3019
10/17/2011 22:08:31|687194767826|6322
10/17/2011 22:08:31|687194767826|6397
10/17/2011 22:08:31|687194767826|6931
10/17/2011 22:08:31|687194767826|9055
10/17/2011 22:08:31|687194767826|9243
10/17/2011 22:08:31|687194767826|10176
02/15/2011 16:04:11|412316860898|2027
02/15/2011 16:04:11|412316860898|2206
02/15/2011 16:04:11|412316860898|6298
02/15/2011 16:04:11|412316860898|7717
02/15/2011 16:04:11|412316860898|8535
02/15/2011 16:04:11|412316860898|8802
02/15/2011 16:04:11|412316860898|9930
02/15/2011 16:04:11|412316860898|14429
02/15/2011 05:32:41|412316860914|2206
02/15/2011 05:32:41|412316860914|5062
02/15/2011 21:56:41|412316860930|2206
02/15/2011 21:56:41|412316860930|5806
02/15/2011 21:56:41|412316860930|6394
10/17/2011 21:21:16|687194767890|193
10/17/2011 21:21:16|687194767890|575
10/17/2011 21:21:16|687194767890|1206
10/17/2011 21:21:16|687194767890|4960
10/17/2011 21:21:16|687194767890|5107
02/03/2010 15:08:42|546|1499
02/03/2010 15:08:42|546|7299
02/03/2010 15:08:42|546|9143
02/15/2011 23:07:56|412316860976|2206
02/15/2011 23:07:56|412316860976|9148
02/15/2011 23:07:56|412316860976|11465
02/15/2011 23:07:56|412316860976|14785
02/16/2011 03:10:56|412316860991|1987
02/16/2011 03:10:56|412316860991|2206
02/16/2011 03:10:56|412316860991|2851
02/16/2011 03:10:56|412316860991|5141
02/16/2011 03:10:56|412316860991|6972
02/16/2011 03:10:56|412316860991|8112
02/16/2011 03:10:56|412316860991|11690
02/15/2011 03:01:56|412316860998|2206
02/15/2011 03:01:56|412316860998|6962
02/15/2011 03:01:56|412316860998|9256
02/15/2011 03:01:56|412316860998|12002
02/03/2010 05:08:42|598|1499
02/03/2010 05:08:42|598|9291
02/03/2010 05:08:42|598|14470
01/03/2012 16:13:22|755914244710|282
01/03/2012 16:13:22|755914244710|3089
01/03/2012 16:13:22|755914244710|4955
01/03/2012 16:13:22|755914244710|6981
01/03/2012 16:13:22|755914244710|7516
01/03/2012 16:13:22|755914244710|10037
09/04/2012 13:57:41|1030792151669|458
01/19/2012 09:39:18|824633721487|458
07/27/2011 19:52:49|618475291292|458
07/27/2011 19:52:49|618475291292|2969
08/07/2011 16:34:42|618475291305|458
12/21/2011 12:41:01|755914244790|458
07/20/2010 02:34:14|206158430915|458
03/11/2011 21:07:31|481036337872|458
03/11/2011 21:07:31|481036337872|1668
03/11/2011 21:07:31|481036337872|8882
04/04/2010 17:56:39|68719477469|458
04/04/2010 17:56:39|68719477469|1668
04/04/2010 17:56:39|68719477469|2929
04/04/2010 17:56:39|68719477469|5115
09/25/2010 07:42:59|274877907690|458
09/25/2010 07:42:59|274877907690|806
09/25/2010 07:42:59|274877907690|1985
09/25/2010 07:42:59|274877907690|2794
07/11/2011 21:47:46|618475291376|458
07/11/2011 21:47:46|618475291376|2953
07/11/2011 21:47:46|618475291376|5115
06/08/2010 07:13:09|137438954237|458
06/08/2010 07:13:09|137438954237|5115
03/11/2011 06:53:27|481036337930|458
03/11/2011 06:53:27|481036337930|3073
03/11/2011 06:53:27|481036337930|5170
03/11/2011 06:53:27|481036337930|6976
07/13/2010 16:28:28|206158431012|458
07/13/2010 16:28:28|206158431012|2898
07/13/2010 16:28:28|206158431012|10289
06/16/2012 17:55:50|962072675121|458
06/16/2012 17:55:50|962072675121|1993
06/16/2012 17:55:50|962072675121|2011
06/16/2012 17:55:50|962072675121|6976
01/25/2010 12:37:10|830|458
02/10/2011 15:59:21|412316861259|458
02/10/2011 15:59:21|412316861259|6976
05/26/2011 10:33:45|549755814744|458
03/10/2010 18:01:40|68719477605|458
03/10/2010 18:01:40|68719477605|1993
11/02/2012 00:32:28|1099511628658|458
02/16/2012 04:35:39|824633721727|458
10/24/2012 17:22:07|1099511628684|458
05/14/2010 07:39:48|137438954393|458
05/14/2010 07:39:48|137438954393|3073
05/14/2010 07:39:48|137438954393|8882
11/13/2010 11:47:42|343597384614|458
11/13/2010 11:47:42|343597384614|5115
11/13/2010 11:47:42|343597384614|5183
08/31/2012 08:21:59|1030792151987|458
08/31/2012 08:21:59|1030792151987|2969
09/11/2011 20:45:01|687194768320|458
09/11/2011 20:45:01|687194768320|2066
04/23/2010 10:27:37|68719477709|458
04/23/2010 10:27:37|68719477709|2929
10/25/2011 15:16:14|687194768346|458
10/25/2011 15:16:14|687194768346|1993
10/25/2011 15:16:14|687194768346|2898
10/25/2011 15:16:14|687194768346|3073
08/14/2011 11:58:12|618475291623|458
01/16/2011 03:56:56|412316861428|458
01/16/2011 03:56:56|412316861428|5170
09/19/2010 04:22:29|274877907969|458
12/28/2010 10:51:49|343597384718|458
12/28/2010 10:51:49|343597384718|2788
01/09/2012 06:35:32|824633721883|458
01/09/2012 06:35:32|824633721883|1668
10/21/2012 01:35:25|1099511628840|458
10/21/2012 01:35:25|1099511628840|2066
10/21/2012 01:35:25|1099511628840|2785
10/21/2012 01:35:25|1099511628840|5115
04/28/2012 15:11:48|893353198645|458
09/17/2010 18:22:55|274877908034|458
04/10/2011 16:54:17|481036338255|458
04/10/2011 16:54:17|481036338255|806
04/10/2011 16:54:17|481036338255|2785
04/10/2011 16:54:17|481036338255|2898
04/10/2011 16:54:17|481036338255|2929
04/10/2011 16:54:17|481036338255|2953
04/10/2011 16:54:17|481036338255|2969
04/10/2011 16:54:17|481036338255|5183
05/25/2011 01:21:27|549755815004|458
05/25/2011 01:21:27|549755815004|1670
10/31/2010 13:50:57|274877908073|2811
10/31/2010 13:50:57|274877908073|4845
10/31/2010 13:50:57|274877908073|6031
10/31/2010 13:50:57|274877908073|10501
10/31/2010 13:50:57|274877908073|12031
10/31/2010 13:50:57|274877908073|13201
10/31/2010 13:50:57|274877908073|14032
10/22/2011 10:38:24|687194768492|1944
10/22/2011 10:38:24|687194768492|7606
10/22/2011 10:38:24|687194768492|9154
04/25/2010 10:34:30|68719477871|1689
04/25/2010 10:34:30|68719477871|2880
04/25/2010 10:34:30|68719477871|6210
04/25/2010 10:34:30|68719477871|7625
04/25/2010 10:34:30|68719477871|9072
