creationDate|Comment1Id|Comment2Id
2012-03-11T02:52:07|893353197958|412316860804
2012-03-11T12:07:05|893353197959|893353197958
2011-11-29T15:38:10|755914244489|412316860804
2012-03-17T13:33:19|893353197966|893353197965
2012-03-17T13:19:42|893353197967|893353197965
2012-10-06T18:47:08|1099511628181|1099511628180
2012-10-06T19:51:20|1099511628183|1099511628180
2012-06-09T01:13:30|962072674719|962072674715
2012-11-03T06:04:18|1099511628192|962072674715
2012-06-09T03:37:22|962072674721|962072674715
2012-11-02T11:54:30|1099511628197|1099511628195
2012-10-07T08:01:55|1099511628198|1099511628196
2012-10-06T23:31:25|1099511628200|1099511628196
2012-09-16T13:23:05|1099511628201|1099511628195
2012-03-24T20:04:36|893353197999|893353197995
2012-06-05T19:47:39|962072674736|962072674732
2012-06-05T22:27:11|962072674737|962072674736
2012-03-18T17:53:01|893353198007|893353198003
2012-07-21T21:17:15|1030792151489|1030792151483
2012-03-25T16:49:44|893353198021|893353198019
2012-03-25T17:16:56|893353198023|893353198021
2012-03-25T21:33:23|893353198031|893353198021
2012-03-25T18:16:18|893353198033|893353198021
2011-10-17T22:41:05|687194767830|687194767829
2011-10-18T07:13:23|687194767831|687194767829
2011-11-04T07:59:24|687194767832|687194767829
2011-11-04T11:32:52|687194767836|687194767832
2011-11-04T08:20:07|687194767837|687194767832
2011-11-05T04:32:09|687194767841|687194767832
2012-06-05T11:11:37|962072674790|893353198053
2012-10-06T17:02:26|1099511628266|893353198053
2012-03-17T21:19:14|893353198059|893353198053
2012-03-18T13:51:47|893353198061|893353198053
2012-03-18T14:01:03|893353198062|893353198061
2012-03-18T10:24:31|893353198063|893353198053
2012-11-02T15:49:18|1099511628272|893353198053
2012-03-19T04:26:14|893353198065|893353198061
2012-11-03T05:18:38|1099511628279|1099511628276
2012-11-03T01:35:55|1099511628282|1099511628276
2012-11-03T08:23:11|1099511628284|1099511628282
2012-11-02T14:15:16|1099511628287|1099511628276
2012-11-02T13:25:46|1099511628288|1099511628276
2012-03-18T10:01:40|893353198081|893353198078
2012-11-02T22:35:55|1099511628295|755914244612
2011-11-29T23:04:11|755914244617|755914244612
2011-11-30T00:40:00|755914244619|755914244612
2011-11-30T02:09:49|755914244620|755914244612
2012-03-17T14:19:08|893353198093|755914244612
2012-03-10T21:52:39|893353198096|755914244612
2012-11-02T13:18:46|1099511628305|1099511628303
2012-11-03T09:17:52|1099511628314|1099511628313
2012-11-03T13:38:50|1099511628316|1099511628314
2012-11-03T05:43:55|1099511628317|1099511628313
2012-11-03T09:00:47|1099511628319|1099511628317
2012-11-04T00:45:20|1099511628321|1099511628313
2012-11-02T16:02:07|1099511628325|1099511628324
2012-11-02T15:37:52|1099511628326|1099511628324
2012-11-03T01:01:04|1099511628328|1099511628324
2012-11-03T10:34:55|1099511628329|1099511628324
2012-11-02T17:53:10|1099511628331|1099511628324
2012-11-02T20:51:30|1099511628332|1099511628324
2012-11-02T22:47:35|1099511628333|1099511628332
2012-11-03T01:25:06|1099511628334|1099511628324
2011-11-29T20:14:39|755914244669|687194767932
2012-06-06T07:26:41|962072674901|962072674898
2012-03-24T22:43:12|893353198169|755914244695
2012-06-06T06:33:20|962072674908|962072674907
2012-06-05T11:27:56|962072674909|755914244695
2012-03-24T22:45:02|893353198175|893353198169
2012-03-25T00:09:59|893353198176|893353198174
2012-03-24T21:03:45|893353198177|893353198174
2012-10-06T18:48:45|1099511628386|893353198174
2012-06-05T14:39:49|962072674917|962072674909
2012-01-03T17:25:59|755914244713|755914244712
2012-01-04T08:54:07|755914244714|755914244713
2012-01-03T21:18:12|755914244715|755914244713
2012-01-04T00:14:46|755914244717|755914244713
2012-01-03T17:13:55|755914244718|755914244712
2012-01-04T11:49:47|755914244719|755914244712
2012-01-04T00:27:42|755914244720|755914244713
2012-01-04T00:27:57|755914244722|755914244720
2012-01-03T18:09:49|755914244723|755914244716
2012-01-04T06:46:43|755914244724|755914244720
2012-10-28T07:48:44|1099511628411|1099511628409
2012-10-31T06:13:32|1099511628412|1099511628409
2012-10-31T06:40:32|1099511628413|1099511628412
2012-10-28T05:21:23|1099511628415|1099511628409
2012-09-04T18:13:31|1030792151680|1030792151671
2012-09-05T16:14:14|1030792151681|1030792151680
2012-05-04T00:41:26|893353198233|893353198228
2012-11-12T02:51:34|1168231105178|893353198228
2012-05-03T06:46:28|893353198235|893353198228
2012-10-09T04:59:51|1099511628455|1099511628450
2011-08-08T22:22:34|618475291312|618475291309
2012-10-23T19:24:56|1099511628465|618475291312
2012-11-14T07:03:56|1168231105202|618475291309
2012-11-25T06:31:20|1168231105204|1168231105203
2012-08-01T18:07:50|1030792151733|618475291312
2012-06-13T00:31:39|962072675002|962072675001
2012-11-14T21:08:56|1168231105211|1168231105208
2012-11-28T21:02:42|1168231105212|1168231105208
2012-06-13T00:41:41|962072675005|962072675001
2012-08-02T02:46:22|1030792151746|824633721535
2011-11-21T08:23:52|755914244812|687194768075
2012-11-26T01:41:05|1168231105230|1168231105225
2011-11-04T07:26:03|687194768079|687194768075
2012-10-24T04:23:07|1099511628500|481036337874
2011-03-12T03:30:54|481036337878|481036337874
2012-10-24T04:29:02|1099511628506|1099511628500
2012-10-24T21:34:38|1099511628507|1099511628500
2012-10-24T10:33:50|1099511628508|1099511628500
2012-10-24T23:45:05|1099511628515|1099511628513
2012-10-24T10:04:20|1099511628517|1099511628513
2012-10-25T09:17:38|1099511628519|1099511628515
2012-10-24T20:21:50|1099511628520|1099511628513
2012-10-11T19:52:21|1099511628526|1099511628525
2012-01-11T11:00:15|824633721589|824633721588
2012-10-28T11:09:04|1099511628536|1099511628534
2012-11-15T03:51:27|1168231105273|1099511628534
2012-10-28T08:43:28|1099511628540|1099511628534
2012-06-12T08:10:25|962072675072|824633721598
2012-01-18T10:11:37|824633721603|824633721598
2012-10-23T12:01:40|1099511628550|824633721598
2012-01-18T17:56:43|824633721607|824633721598
2012-11-11T09:01:54|1168231105295|824633721614
2012-01-29T08:36:04|824633721618|824633721614
2012-11-28T05:06:10|1168231105300|824633721614
2012-07-20T06:33:16|1030792151849|412316861223
2012-08-10T15:15:20|1030792151850|412316861223
2011-05-29T14:52:30|549755814699|412316861223
2011-04-15T11:01:25|481036337964|412316861223
2012-07-19T19:11:42|1030792151854|412316861223
2012-10-04T04:35:10|1099511628591|412316861223
2012-06-16T18:15:07|962072675127|962072675125
2012-10-30T21:21:19|1099511628603|962072675125
2012-10-31T17:48:39|1099511628605|1099511628603
2012-07-19T23:36:58|1030792151874|824633721665
2012-10-31T04:30:24|1099511628616|618475291462
2012-02-22T16:12:38|824633721673|618475291462
2012-03-04T08:20:23|824633721674|824633721665
2012-11-26T00:02:27|1168231105360|687194768207
2011-09-08T19:55:47|687194768209|687194768207
2012-02-22T18:21:10|824633721682|687194768207
2012-01-18T11:47:38|824633721683|687194768207
2012-09-05T18:23:34|1030792151892|687194768207
2012-11-20T04:01:20|1168231105373|1168231105372
2012-11-20T04:12:31|1168231105374|1168231105372
2012-11-21T01:05:53|1168231105376|1168231105374
2012-11-20T21:31:26|1168231105377|1168231105372
2012-11-20T06:36:31|1168231105378|1168231105372
2012-11-25T21:11:13|1168231105379|1099511628634
2012-10-28T23:31:51|1099511628649|1099511628647
2012-11-12T09:19:17|1168231105389|1099511628647
2012-11-13T01:06:52|1168231105391|1168231105389
2012-10-08T10:57:29|1099511628656|1099511628654
2012-05-02T16:43:33|893353198449|893353198443
2012-11-02T20:43:25|1099511628665|1099511628659
2012-11-02T10:48:51|1099511628667|1099511628659
2012-11-12T09:20:26|1168231105404|1099511628659
2012-11-02T17:29:45|1099511628669|1099511628659
2012-11-02T22:13:07|1099511628670|1099511628666
2012-11-26T05:14:24|1168231105410|824633721729
2012-02-16T16:30:25|824633721731|824633721729
2012-04-03T05:20:00|893353198469|824633721729
2012-04-03T08:09:14|893353198470|893353198469
2012-04-03T09:44:11|893353198471|893353198469
2012-04-04T04:26:30|893353198472|893353198469
2012-11-27T10:16:25|1168231105417|824633721731
2012-04-03T09:45:17|893353198475|893353198471
2012-10-25T20:22:33|1099511628689|1099511628688
2012-10-26T17:18:06|1099511628691|1099511628689
2012-10-25T03:55:47|1099511628692|1099511628688
2012-08-09T21:03:08|1030792151964|755914245019
2012-08-09T21:19:17|1030792151967|1030792151964
2012-10-08T13:51:36|1099511628704|1030792151964
2012-08-10T00:03:53|1030792151970|1030792151967
2012-11-28T07:04:10|1168231105443|755914245019
2012-08-10T01:53:17|1030792151972|1030792151970
2012-08-09T21:19:27|1030792151973|1030792151967
2012-02-25T01:57:16|824633721770|343597384616
2012-11-26T02:05:32|1168231105451|343597384616
2012-01-17T12:13:27|824633721773|343597384616
2012-11-25T23:37:24|1168231105454|343597384616
2012-11-26T05:04:19|1168231105456|1168231105454
2012-09-01T00:26:33|1030792151992|1030792151991
2012-11-27T07:53:09|1168231105466|1030792151991
2012-11-28T16:42:51|1168231105468|1168231105462
2012-08-31T17:57:34|1030792151997|1030792151991
2012-08-31T18:45:10|1030792151998|1030792151997
2012-11-13T15:12:33|1168231105479|1168231105475
2012-07-19T23:38:57|1030792152008|1030792152004
2012-11-13T03:48:49|1168231105481|1168231105475
2012-09-29T11:38:39|1099511628747|687194768330
2011-09-12T01:05:01|687194768332|687194768330
2012-03-04T06:39:58|824633721812|687194768339
2012-11-19T22:08:09|1168231105505|1168231105503
2012-11-11T20:19:08|1168231105508|1168231105503
2012-10-03T13:36:45|1099511628780|1099511628778
2012-10-03T06:59:35|1099511628781|1099511628778
2012-10-04T01:08:19|1099511628782|1099511628781
2012-10-04T22:11:59|1099511628785|1099511628782
2011-08-14T12:19:23|618475291634|618475291631
2012-10-04T21:25:57|1099511628787|1099511628782
2012-10-12T12:49:53|1099511628794|893353198582
2012-11-28T07:37:11|1168231105531|1099511628794
2012-10-12T13:16:40|1099511628796|1099511628794
2012-04-25T11:29:24|893353198589|893353198582
2012-03-31T16:30:34|893353198590|893353198582
2012-09-29T16:11:47|1099511628799|893353198589
2012-10-12T18:01:36|1099511628800|1099511628794
2012-07-22T12:25:07|1030792152069|1030792152067
2012-11-25T12:13:02|1168231105543|1030792152067
