creationDate|PersonId|PostId
2010-11-30T13:33:46|910|343597383695
2010-11-30T13:33:46|8796093023077|343597383695
2010-11-30T13:33:46|10995116278132|343597383695
2010-11-30T13:33:46|10995116279024|343597383695
2010-03-26T00:21:45|910|68719476767
2010-03-22T10:42:39|910|68719476771
2012-09-01T00:53:11|8796093023077|1030792151121
2012-08-27T04:29:34|10995116279024|1030792151130
2012-08-26T10:32:54|28587302322542|1030792151138
2010-05-29T01:22:16|910|137438953577
2010-05-29T14:20:30|910|137438953583
2011-01-16T07:59:34|8796093023077|412316860559
2011-01-14T19:05:41|910|412316860568
2011-01-14T22:03:07|8796093023077|412316860568
2011-01-10T15:08:39|10995116279024|412316860568
2011-01-12T06:07:11|10995116279024|412316860574
2011-01-16T07:53:54|910|412316860578
2011-09-11T23:40:42|10995116278132|618475290801
2010-07-04T00:25:36|910|137438953668
2011-12-31T23:49:34|910|755914244296
2011-12-28T15:26:44|8796093023077|755914244296
2012-01-02T17:35:16|10995116278132|755914244296
2011-12-29T06:01:13|17592186044566|755914244296
2012-01-03T12:06:09|21990232556617|755914244296
2010-12-27T19:46:09|8796093023077|343597383893
2010-12-25T04:02:55|910|343597383895
2010-12-26T08:03:13|8796093023077|343597383895
2010-12-27T08:13:18|10995116278132|343597383895
2010-12-28T04:03:33|10995116279024|343597383895
2010-11-02T20:04:49|8796093023077|274877907185
2010-11-07T12:01:14|10995116279024|274877907185
2012-03-14T16:27:42|910|893353197830
2012-03-10T19:29:39|8796093023077|893353197830
2012-03-14T19:20:39|10995116278132|893353197830
2012-03-14T10:52:53|10995116279024|893353197830
2012-03-11T15:21:01|17592186044566|893353197830
2012-03-14T13:38:31|26388279067210|893353197830
2012-03-13T12:05:54|8796093023077|893353197833
2012-07-03T14:17:51|8796093023077|962072674578
2012-07-05T00:02:12|10995116278132|962072674578
2012-06-30T15:42:48|10995116279024|962072674578
2012-06-30T15:10:20|21990232556617|962072674578
2012-07-04T09:20:34|28587302322542|962072674578
2012-07-05T08:15:35|8796093023077|962072674579
2012-06-29T20:11:56|10995116278132|962072674579
2012-07-04T15:09:26|10995116279024|962072674579
2012-07-05T03:58:25|21990232556617|962072674579
2012-06-29T09:30:48|28587302322542|962072674579
2011-08-29T09:39:42|910|618475290939
2011-08-31T07:28:55|10995116278132|618475290939
2011-09-03T11:05:50|17592186044566|618475290939
2010-12-04T20:48:58|910|343597384004
2012-06-13T19:40:17|42|962072674714
2012-06-15T16:55:38|910|962072674714
2012-06-10T00:38:57|6597069767381|962072674714
2012-06-11T21:37:31|10995116279197|962072674714
2012-06-10T08:53:31|13194139534507|962072674714
2012-06-13T02:40:13|17592186045813|962072674714
2012-06-11T19:32:06|19791209301104|962072674714
2012-06-09T12:45:57|21990232555855|962072674714
2012-06-15T09:34:18|21990232556064|962072674714
2012-06-09T11:31:09|26388279067332|962072674714
2011-02-18T09:53:30|42|412316860898
2011-02-18T04:36:24|910|412316860898
2011-02-19T18:32:19|6597069767381|412316860898
2011-02-19T00:35:22|10995116279197|412316860898
2011-02-16T11:09:27|13194139534507|412316860898
2012-06-20T15:23:22|8796093023616|962072675121
2012-10-29T21:23:38|555|1099511628684
2012-10-30T14:59:41|808|1099511628684
2012-10-28T06:37:31|981|1099511628684
2012-10-30T06:51:30|1223|1099511628684
2012-10-25T09:03:44|1443|1099511628684
2012-10-25T04:04:53|1582|1099511628684
2012-10-31T12:11:23|1682|1099511628684
2012-10-25T05:59:33|2199023255898|1099511628684
2012-10-26T14:45:59|2199023256055|1099511628684
2012-10-26T07:39:52|2199023256304|1099511628684
2011-01-02T04:09:38|27|343597384718
2011-01-02T20:19:35|555|343597384718
2010-12-30T05:19:59|808|343597384718
2010-12-30T18:10:16|981|343597384718
2011-01-03T20:37:13|1223|343597384718
2011-01-03T17:27:53|1443|343597384718
2011-01-01T08:38:40|1582|343597384718
2011-01-02T22:22:52|1682|343597384718
2011-01-03T19:59:29|2199023255898|343597384718
2011-01-01T23:53:50|2199023256055|343597384718
2010-12-31T03:11:12|2199023256304|343597384718
2010-12-28T12:24:27|2199023256573|343597384718
2011-01-03T08:02:53|4398046511247|343597384718
2010-12-28T18:57:04|4398046511357|343597384718
2011-01-03T00:56:40|4398046512195|343597384718
2010-12-31T06:58:56|4398046512351|343597384718
2011-01-02T12:55:39|4398046512585|343597384718
2010-12-30T12:32:12|6597069767216|343597384718
2010-12-31T18:50:03|6597069768067|343597384718
2010-12-30T04:21:44|6597069768249|343597384718
2011-01-04T03:17:45|8796093022402|343597384718
2011-01-03T06:37:52|8796093022932|343597384718
2010-12-29T04:54:49|8796093023537|343597384718
2011-01-02T01:08:24|8796093023616|343597384718
2010-12-31T21:49:07|8796093023864|343597384718
2011-01-03T05:47:31|8796093023891|343597384718
2010-12-29T10:12:41|8796093023896|343597384718
2010-12-29T07:38:29|10995116277761|343597384718
2011-01-01T22:31:09|10995116277892|343597384718
2010-12-31T10:18:10|10995116278083|343597384718
2010-12-28T19:04:20|10995116278091|343597384718
2010-12-29T06:27:28|10995116278230|343597384718
2010-12-28T22:20:16|10995116278274|343597384718
2010-12-29T19:41:31|10995116278326|343597384718
2010-12-30T19:10:15|10995116278710|343597384718
2011-01-01T03:23:36|10995116278767|343597384718
2011-01-02T10:09:13|10995116279335|343597384718
2010-12-28T14:06:11|10995116279452|343597384718
2012-01-15T15:10:58|27|824633721883
2012-01-13T06:52:18|555|824633721883
2012-01-15T21:15:05|808|824633721883
2012-01-11T16:56:18|981|824633721883
2012-01-10T13:00:59|1223|824633721883
2012-01-12T14:42:10|1443|824633721883
2012-01-10T18:35:43|1582|824633721883
2012-01-14T11:04:04|1682|824633721883
2012-01-12T04:36:18|2199023255898|824633721883
2012-01-10T18:08:40|2199023256055|824633721883
2012-01-09T13:29:13|2199023256304|824633721883
2012-01-10T22:41:25|2199023256573|824633721883
2012-01-10T16:50:18|4398046511247|824633721883
2012-01-13T11:20:42|4398046511357|824633721883
2012-01-14T03:22:53|4398046512195|824633721883
2012-01-12T16:42:22|4398046512351|824633721883
2012-01-14T04:11:36|4398046512585|824633721883
2012-01-10T19:03:12|6597069767216|824633721883
2012-01-14T00:16:26|6597069768067|824633721883
2012-01-13T11:22:59|6597069768249|824633721883
2012-01-15T12:56:29|8796093022402|824633721883
2012-01-13T16:31:36|8796093022932|824633721883
2012-01-14T08:09:13|8796093023537|824633721883
2012-01-13T08:17:27|8796093023616|824633721883
2012-01-11T07:33:12|8796093023864|824633721883
2012-01-13T02:17:01|8796093023891|824633721883
2012-01-15T11:17:26|8796093023896|824633721883
2012-01-11T07:13:24|10995116277761|824633721883
2012-01-13T01:34:15|10995116277892|824633721883
2012-01-11T15:54:43|10995116278083|824633721883
2012-01-12T19:32:33|10995116278091|824633721883
2012-01-14T02:09:43|10995116278230|824633721883
2012-01-14T13:12:06|10995116278274|824633721883
2012-01-13T21:54:52|10995116278326|824633721883
2012-01-13T22:10:50|10995116278710|824633721883
2012-01-15T22:39:55|10995116278767|824633721883
2012-01-10T12:02:00|10995116279335|824633721883
2012-01-13T10:47:15|10995116279452|824633721883
2012-01-14T21:49:21|13194139533966|824633721883
2012-01-15T08:01:45|15393162788957|824633721883
2012-01-15T13:47:06|15393162789023|824633721883
2012-01-13T02:47:24|15393162789151|824633721883
2012-01-12T07:19:06|15393162789781|824633721883
2012-01-12T17:45:10|15393162790071|824633721883
2012-01-12T02:50:44|15393162790399|824633721883
2012-01-15T17:17:53|17592186044645|824633721883
2012-01-15T14:06:39|17592186044794|824633721883
2012-01-10T10:45:27|17592186045004|824633721883
2012-01-15T11:45:49|17592186045488|824633721883
2012-01-10T02:50:33|17592186045813|824633721883
2012-01-13T05:44:17|19791209300224|824633721883
2012-01-12T20:36:41|19791209300501|824633721883
2012-01-15T00:26:42|19791209300502|824633721883
2012-01-12T16:35:01|21990232555880|824633721883
2012-01-12T07:25:20|21990232556531|824633721883
2012-01-10T07:00:09|21990232556892|824633721883
2012-01-14T18:07:36|24189255811142|824633721883
2012-01-09T23:15:52|24189255811723|824633721883
2012-01-12T20:29:57|24189255812554|824633721883
2012-01-11T15:24:57|24189255812761|824633721883
2012-10-22T20:46:50|24189255811723|1099511628840
2011-01-05T00:36:03|27|343597384908
2011-01-04T21:05:50|555|343597384908
2011-01-06T14:10:17|808|343597384908
2011-01-01T22:35:44|981|343597384908
2011-01-03T16:18:47|1223|343597384908
2011-01-02T07:05:33|1443|343597384908
2011-01-03T15:25:08|1582|343597384908
2011-01-03T19:08:06|1682|343597384908
2011-01-05T11:26:46|2199023255898|343597384908
2011-01-03T17:37:44|2199023256055|343597384908
2011-01-06T15:45:37|2199023256304|343597384908
2011-01-02T08:07:40|2199023256573|343597384908
2010-12-31T06:04:44|4398046511247|343597384908
2010-12-31T19:58:31|4398046511357|343597384908
2011-01-06T19:11:05|4398046512195|343597384908
2011-01-04T11:30:53|4398046512351|343597384908
2011-01-02T19:54:42|4398046512585|343597384908
2010-12-31T12:10:04|6597069767216|343597384908
2011-01-02T13:41:06|6597069768067|343597384908
2011-01-02T12:28:30|6597069768249|343597384908
2011-01-06T03:38:53|8796093022402|343597384908
2010-12-31T10:22:55|8796093022932|343597384908
2011-01-02T18:16:29|8796093023537|343597384908
2011-01-04T02:42:05|8796093023616|343597384908
2011-01-02T14:18:37|8796093023864|343597384908
2011-01-04T08:33:42|8796093023891|343597384908
2011-01-05T14:55:09|8796093023896|343597384908
2011-01-01T05:47:25|10995116277761|343597384908
2011-01-06T06:04:11|10995116277892|343597384908
2010-12-31T16:10:38|10995116278083|343597384908
2011-01-04T14:27:48|10995116278091|343597384908
2010-12-31T03:02:29|10995116278230|343597384908
2011-01-06T01:05:33|10995116278274|343597384908
2011-01-05T18:26:20|10995116278326|343597384908
2011-01-04T12:50:27|10995116278710|343597384908
2010-12-31T03:59:35|10995116278767|343597384908
2011-01-05T14:54:05|10995116279335|343597384908
2011-01-03T13:45:30|10995116279452|343597384908
2012-08-14T13:39:54|24189255812761|1030792152336
2012-08-15T18:42:27|26388279067353|1030792152350
2011-01-28T14:05:11|2199023256573|412316861733
2012-01-07T13:31:50|555|755914245424
2012-01-06T12:43:19|808|755914245424
2012-01-08T09:58:40|981|755914245424
2012-01-04T23:11:22|1223|755914245424
2012-01-05T18:45:47|1582|755914245424
2012-01-07T14:54:56|1682|755914245424
2012-01-04T17:24:17|2199023255898|755914245424
2012-01-09T17:35:33|2199023256304|755914245424
2012-01-05T03:59:22|2199023256573|755914245424
2012-01-09T08:28:43|4398046511357|755914245424
2012-01-05T10:36:51|4398046512195|755914245424
2012-01-05T23:14:01|4398046512351|755914245424
2012-01-06T01:32:36|4398046512585|755914245424
2012-01-03T13:55:01|6597069767216|755914245424
2012-01-10T05:43:47|6597069768067|755914245424
2012-01-05T02:44:57|8796093022402|755914245424
2012-01-08T20:14:19|8796093023537|755914245424
2012-01-08T18:17:56|8796093023616|755914245424
2012-01-07T16:27:53|8796093023864|755914245424
2012-01-07T02:35:59|8796093023891|755914245424
2012-01-04T15:11:47|8796093023896|755914245424
2012-01-05T09:06:18|10995116277761|755914245424
2012-01-03T21:09:32|10995116278083|755914245424
2012-01-06T16:48:11|10995116278091|755914245424
2012-01-08T02:27:33|10995116278230|755914245424
2012-01-09T14:10:34|10995116278274|755914245424
2012-01-10T10:09:31|10995116278326|755914245424
2012-01-05T09:48:15|10995116278767|755914245424
2012-01-04T06:57:04|10995116279335|755914245424
2012-01-09T16:26:36|10995116279452|755914245424
2012-01-07T21:52:30|13194139533966|755914245424
2012-01-10T03:25:30|15393162788957|755914245424
2012-01-07T12:11:34|15393162789023|755914245424
2012-01-04T05:27:29|15393162789151|755914245424
2012-01-09T09:24:44|15393162789781|755914245424
2012-01-06T13:00:13|17592186044645|755914245424
2012-01-07T13:34:17|17592186045004|755914245424
2012-01-08T04:40:31|17592186045488|755914245424
2012-01-05T02:38:55|19791209300224|755914245424
2012-01-05T13:11:29|19791209300501|755914245424
2012-01-09T23:16:23|19791209300502|755914245424
2012-01-05T17:26:34|21990232555880|755914245424
2012-01-07T14:34:38|21990232556531|755914245424
2012-01-06T16:39:31|21990232556892|755914245424
2012-01-10T11:11:53|24189255811142|755914245424
2012-01-05T09:51:28|24189255811723|755914245424
2012-01-03T14:13:58|24189255812761|755914245424
2012-01-09T16:13:22|808|755914245425
2012-01-05T15:20:36|981|755914245425
2011-07-09T04:15:31|17592186044645|549755815233
2010-05-29T05:33:37|27|137438954868
2010-05-30T04:31:46|555|137438954868
2010-05-27T11:19:45|808|137438954868
2010-05-28T16:06:16|981|137438954868
2010-06-01T06:46:05|1223|137438954868
2010-05-25T15:21:28|1443|137438954868
2010-05-29T21:44:48|1582|137438954868
2010-06-01T04:19:23|1682|137438954868
2010-05-29T21:13:50|2199023255898|137438954868
2010-05-29T22:38:02|2199023256055|137438954868
2010-05-26T23:59:45|2199023256304|137438954868
2010-05-28T07:31:53|4398046512585|137438954868
2012-02-24T01:14:57|1443|824633722248
2012-03-01T02:14:20|27|824633722260
2012-02-28T04:32:26|981|824633722260
2012-03-01T02:52:34|1223|824633722260
2012-02-25T16:34:17|1443|824633722260
2012-02-27T12:39:33|1582|824633722260
2012-02-29T20:37:36|1682|824633722260
2012-02-27T00:13:01|2199023256304|824633722260
2012-03-01T17:16:22|4398046511357|824633722260
2012-02-28T00:38:53|4398046512195|824633722260
2012-03-02T00:13:37|4398046512351|824633722260
2012-03-01T03:59:28|6597069767216|824633722260
2012-02-24T13:47:53|6597069768067|824633722260
2012-03-01T13:29:45|8796093022932|824633722260
2012-02-29T08:19:21|8796093023616|824633722260
2012-02-28T06:38:17|8796093023864|824633722260
2012-02-26T23:00:46|8796093023896|824633722260
2012-02-27T07:23:44|10995116277761|824633722260
2012-02-27T04:16:21|10995116277892|824633722260
2012-02-27T20:01:37|10995116278083|824633722260
2012-02-27T17:05:04|10995116278274|824633722260
2012-02-29T07:06:06|13194139533966|824633722260
2012-02-25T13:15:38|15393162788957|824633722260
2012-02-27T17:57:15|15393162789023|824633722260
2012-02-26T01:28:59|15393162790071|824633722260
2012-02-25T18:30:41|15393162790399|824633722260
2012-03-01T11:20:30|17592186044794|824633722260
2012-02-24T15:33:13|17592186045004|824633722260
2012-02-26T06:51:50|17592186045488|824633722260
2012-02-29T01:43:57|17592186045813|824633722260
2012-02-25T10:45:25|19791209300224|824633722260
2012-02-26T01:28:54|19791209300501|824633722260
2012-03-01T13:25:49|19791209300502|824633722260
2012-02-28T22:46:11|21990232555880|824633722260
2012-02-25T09:55:53|21990232556892|824633722260
2012-02-26T04:37:27|24189255811723|824633722260
2012-02-27T15:38:34|24189255812554|824633722260
2012-02-26T22:08:19|26388279066876|824633722260
2012-02-29T10:37:28|26388279067353|824633722260
2011-08-06T04:46:19|27|618475292066
2010-05-07T09:52:28|4398046512195|68719478197
2010-08-28T08:25:31|1682|206158431693
2010-08-30T13:19:16|27|206158431694
2010-08-31T16:14:59|555|206158431694
2010-08-30T17:36:38|808|206158431694
2010-08-30T07:35:21|1223|206158431694
2010-08-28T13:00:31|1443|206158431694
2010-09-01T11:01:59|1682|206158431694
2010-08-31T08:11:43|2199023255898|206158431694
2010-08-29T06:13:58|2199023256055|206158431694
2010-08-29T07:24:46|2199023256304|206158431694
2010-08-30T04:54:56|2199023256573|206158431694
2010-09-01T09:27:20|4398046511247|206158431694
2010-09-02T13:18:33|4398046512195|206158431694
2010-08-28T01:18:27|4398046512585|206158431694
2010-09-01T21:08:35|6597069767216|206158431694
2012-07-29T21:06:34|28587302322534|1030792152552
2012-07-31T02:42:36|28587302322838|1030792152552
2012-08-01T21:17:32|28587302323557|1030792152552
2012-07-31T20:08:22|30786325578070|1030792152552
2012-08-04T10:06:17|30786325579231|1030792152552
2011-10-01T00:57:11|27|687194768901
2011-09-28T15:03:13|808|687194768901
2011-10-02T18:45:06|981|687194768901
2011-10-02T19:03:30|1443|687194768901
2011-09-28T18:58:00|1682|687194768901
2011-09-27T15:44:44|2199023255898|687194768901
2011-09-29T08:13:48|2199023256055|687194768901
2011-09-30T12:38:28|2199023256304|687194768901
2011-10-01T16:20:07|4398046511357|687194768901
2011-10-02T09:58:03|4398046512195|687194768901
2011-09-27T05:00:10|4398046512351|687194768901
2011-09-29T07:14:54|6597069767216|687194768901
2011-09-27T04:16:07|6597069768067|687194768901
2011-09-27T02:07:57|8796093022402|687194768901
2011-09-28T14:54:12|8796093022932|687194768901
2011-09-30T09:28:28|8796093023537|687194768901
2011-09-30T06:20:53|8796093023616|687194768901
2011-10-03T06:53:52|8796093023891|687194768901
2011-09-27T07:40:04|8796093023896|687194768901
2011-09-30T02:56:17|10995116277761|687194768901
2011-09-30T08:07:49|10995116277892|687194768901
2011-10-02T17:26:56|10995116278083|687194768901
2011-09-27T22:33:34|10995116278230|687194768901
2011-09-30T15:54:46|10995116278274|687194768901
2011-09-28T06:05:31|10995116278326|687194768901
2011-09-29T00:49:22|10995116278767|687194768901
2011-10-03T09:02:04|10995116279452|687194768901
2011-09-28T04:34:59|13194139533966|687194768901
2011-09-27T05:47:51|15393162788957|687194768901
2011-10-01T11:34:04|15393162789023|687194768901
2011-09-27T19:13:40|15393162789151|687194768901
2011-10-01T07:36:09|15393162790399|687194768901
2011-10-03T19:19:53|17592186044645|687194768901
2011-09-27T22:42:23|17592186044794|687194768901
2011-10-01T02:51:52|17592186045004|687194768901
2011-09-27T10:05:29|17592186045488|687194768901
2011-09-30T05:32:05|17592186045813|687194768901
2011-09-27T20:00:13|19791209300224|687194768901
2011-09-30T10:24:50|19791209300501|687194768901
2011-09-27T12:47:52|19791209300502|687194768901
2011-09-30T22:12:07|8796093023896|687194768904
2011-04-23T17:32:16|10995116278230|481036338723
2012-03-05T03:23:35|2199023256573|824633722409
2012-03-01T20:49:27|555|824633722410
2010-11-14T04:37:22|555|343597385270
2010-11-11T15:45:00|981|343597385270
2010-11-10T21:42:50|1223|343597385270
2012-10-23T09:45:01|17592186045004|1099511629389
2012-10-26T13:39:06|32985348833673|1099511629390
2012-09-04T02:34:51|1443|1030792152694
2012-09-06T18:11:22|1682|1030792152694
2012-09-01T21:30:16|2199023255898|1030792152694
2012-09-07T00:35:01|2199023256304|1030792152694
2012-09-03T13:09:40|4398046511247|1030792152694
2012-09-03T21:22:38|4398046511357|1030792152694
2012-09-05T20:24:32|4398046512195|1030792152694
2012-09-05T02:51:04|4398046512585|1030792152694
2012-09-06T01:16:06|8796093022402|1030792152694
2012-09-02T06:07:33|8796093023616|1030792152694
2012-09-04T19:41:01|8796093023864|1030792152694
2012-09-03T05:45:40|8796093023896|1030792152694
2012-08-31T17:10:05|10995116277761|1030792152694
2012-09-06T07:43:25|10995116277892|1030792152694
2012-09-04T16:05:40|10995116278083|1030792152694
2012-09-01T19:19:09|10995116278091|1030792152694
2012-09-06T05:11:21|10995116278230|1030792152694
2012-09-03T08:35:08|10995116278274|1030792152694
2012-09-01T22:43:07|10995116278326|1030792152694
2012-09-03T09:38:32|10995116279335|1030792152694
2012-09-05T00:39:01|15393162788957|1030792152694
2012-09-02T01:46:17|15393162789151|1030792152694
2012-09-04T15:09:00|15393162789781|1030792152694
2012-09-06T19:19:19|15393162790071|1030792152694
2012-09-05T20:56:02|17592186044645|1030792152694
2010-02-28T10:26:01|1204|1740
