creationDate|PersonId|CommentId
2012-10-07T22:27:16|21990232555855|1099511628185
2011-09-10T00:46:53|17592186045813|618475291065
2011-09-09T10:52:38|19791209301104|618475291065
2012-03-24T01:47:24|6597069767381|893353198139
2012-01-05T07:08:06|910|755914244721
2012-06-19T04:12:02|981|962072675001
2012-06-15T01:58:47|1223|962072675001
2012-06-14T10:49:50|1443|962072675001
2012-06-15T03:55:08|1582|962072675001
2012-06-18T02:32:21|1682|962072675001
2012-06-17T06:48:48|2199023255898|962072675001
2012-06-18T08:56:32|2199023256055|962072675001
2012-06-18T19:33:51|2199023256304|962072675001
2012-06-13T15:09:16|2199023256573|962072675001
2012-06-19T05:37:13|4398046511247|962072675001
2012-06-17T13:57:41|4398046511357|962072675001
2012-06-13T10:36:46|4398046512195|962072675001
2012-06-19T06:49:08|4398046512351|962072675001
2012-06-16T23:08:46|4398046512585|962072675001
2012-06-13T13:13:59|6597069767216|962072675001
2012-06-15T19:25:37|6597069768067|962072675001
2012-06-17T15:35:49|6597069768249|962072675001
2012-06-18T06:41:53|8796093022402|962072675001
2012-06-15T17:42:45|8796093022932|962072675001
2012-06-14T03:34:14|8796093023537|962072675001
2012-06-13T05:51:13|8796093023616|962072675001
2012-06-14T05:08:35|8796093023864|962072675001
2012-06-15T07:09:04|8796093023891|962072675001
2012-06-19T22:53:51|8796093023896|962072675001
2012-06-13T09:53:04|10995116277761|962072675001
2012-06-13T06:54:34|10995116277892|962072675001
2012-06-15T21:05:32|10995116278083|962072675001
2012-06-19T19:33:03|10995116278091|962072675001
2012-06-18T14:58:25|10995116278230|962072675001
2012-06-13T06:28:48|10995116278274|962072675001
2012-06-13T16:42:00|10995116278326|962072675001
2012-06-15T21:24:21|10995116278710|962072675001
2012-06-15T18:19:49|10995116278767|962072675001
2012-06-16T04:56:07|10995116279335|962072675001
2012-06-19T07:35:45|10995116279452|962072675001
2012-06-20T00:24:51|13194139533966|962072675001
2012-06-16T23:10:27|15393162788957|962072675001
2012-06-15T21:35:25|15393162789023|962072675001
2012-06-15T00:26:22|15393162789151|962072675001
2012-06-13T17:17:00|15393162789781|962072675001
2012-06-15T05:25:14|15393162790071|962072675001
2012-06-17T00:22:40|15393162790399|962072675001
2012-06-19T05:35:34|17592186044645|962072675001
2012-06-14T19:10:09|17592186044794|962072675001
2012-06-15T09:39:08|17592186045004|962072675001
2012-06-14T08:36:13|17592186045488|962072675001
2012-06-14T11:21:55|17592186045813|962072675001
2012-06-17T07:44:13|19791209300224|962072675001
2012-06-16T07:46:03|19791209300501|962072675001
2012-06-15T18:47:43|19791209300502|962072675001
2012-06-18T05:20:16|21990232555880|962072675001
2012-06-19T04:34:11|21990232556531|962072675001
2012-06-16T13:29:13|21990232556892|962072675001
2012-06-16T12:51:01|24189255811142|962072675001
2012-06-14T13:58:54|24189255811723|962072675001
2012-06-16T14:03:49|24189255812554|962072675001
2012-06-15T23:01:27|24189255812761|962072675001
2012-06-19T15:17:15|26388279066876|962072675001
2012-06-16T00:16:51|26388279067204|962072675001
2012-06-15T20:10:47|26388279067353|962072675001
2012-06-14T06:34:31|26388279067496|962072675001
2012-06-18T05:22:32|26388279068153|962072675001
2012-06-19T05:15:00|28587302322210|962072675001
2012-06-13T08:59:49|28587302322534|962072675001
2012-06-13T06:52:53|28587302322838|962072675001
2012-06-18T12:01:46|28587302323263|962072675001
2012-06-17T06:18:50|28587302323557|962072675001
2012-06-13T11:44:54|30786325579231|962072675001
2011-11-10T08:15:26|17592186044794|687194768079
2011-07-19T22:53:14|27|618475291371
2011-07-19T22:53:14|555|618475291371
2011-07-19T22:53:14|808|618475291371
2011-07-19T22:53:14|981|618475291371
2011-07-19T22:53:14|1223|618475291371
2011-07-19T22:53:14|1443|618475291371
2011-07-19T22:53:14|1582|618475291371
